date;close
2020-03-01 00:00:00;360.41
2020-04-01 00:00:00;358.889282700422
2020-05-01 00:00:00;357.3685654008439
2020-06-01 00:00:00;355.84784810126587
2020-07-01 00:00:00;354.3271308016878
2020-08-01 00:00:00;352.8064135021097
2020-09-01 00:00:00;351.28569620253165
2020-10-01 00:00:00;349.7649789029536
2020-11-01 00:00:00;348.24426160337555
2020-12-01 00:00:00;346.7235443037975
2021-01-01 00:00:00;345.20282700421944
2021-02-01 00:00:00;343.6821097046414
2021-03-01 00:00:00;342.16139240506334
2021-04-01 00:00:00;340.64067510548523
2021-05-01 00:00:00;339.1199578059072
2021-06-01 00:00:00;337.5992405063291
2021-07-01 00:00:00;336.0785232067511
2021-08-01 00:00:00;334.557805907173
2021-09-01 00:00:00;333.03708860759497
2021-10-01 00:00:00;331.5163713080169
2021-11-01 00:00:00;329.99565400843886
2021-12-01 00:00:00;328.4749367088608
2022-01-01 00:00:00;326.9542194092827
2022-02-01 00:00:00;325.43350210970465
2022-03-01 00:00:00;323.9127848101266
2022-04-01 00:00:00;322.39206751054854
2022-05-01 00:00:00;320.8713502109705
2022-06-01 00:00:00;319.35063291139244
2022-07-01 00:00:00;317.8299156118144
2022-08-01 00:00:00;316.30919831223633
2022-09-01 00:00:00;314.7884810126583
2022-10-01 00:00:00;313.26776371308017
2022-11-01 00:00:00;311.7470464135021
2022-12-01 00:00:00;310.22632911392407
2023-01-01 00:00:00;308.705611814346
2023-02-01 00:00:00;307.18489451476796
2023-03-01 00:00:00;305.6641772151899
2023-04-01 00:00:00;304.14345991561186
2023-05-01 00:00:00;302.62274261603375
2023-06-01 00:00:00;301.1020253164557
2023-07-01 00:00:00;299.58130801687764
2023-08-01 00:00:00;298.0605907172996
2023-09-01 00:00:00;296.53987341772154
2023-10-01 00:00:00;295.0191561181435
2023-11-01 00:00:00;293.49843881856543
2023-12-01 00:00:00;291.9777215189874
2024-01-01 00:00:00;290.4570042194093
2024-02-01 00:00:00;288.9362869198312
2024-03-01 00:00:00;287.4155696202532
2024-04-01 00:00:00;285.8948523206751
2024-05-01 00:00:00;284.37413502109706
2024-06-01 00:00:00;282.853417721519
2024-07-01 00:00:00;281.33270042194096
2024-08-01 00:00:00;279.8119831223629
2024-09-01 00:00:00;278.29126582278485
2024-10-01 00:00:00;276.7705485232068
2024-11-01 00:00:00;275.2498312236287
2024-12-01 00:00:00;273.72911392405064
2025-01-01 00:00:00;272.2083966244726
2025-02-01 00:00:00;270.68767932489453
2025-03-01 00:00:00;269.1669620253165
2025-04-01 00:00:00;267.6462447257384
2025-05-01 00:00:00;266.1255274261604
2025-06-01 00:00:00;264.60481012658227
2025-07-01 00:00:00;263.08409282700427
2025-08-01 00:00:00;261.56337552742616
2025-09-01 00:00:00;260.0426582278481
2025-10-01 00:00:00;258.52194092827006
2025-11-01 00:00:00;257.001223628692
2025-12-01 00:00:00;255.48050632911395
2026-01-01 00:00:00;253.9597890295359
2026-02-01 00:00:00;252.43907172995785
2026-03-01 00:00:00;250.91835443037976
2026-04-01 00:00:00;249.3976371308017
2026-05-01 00:00:00;247.87691983122363
2026-06-01 00:00:00;246.35620253164558
2026-07-01 00:00:00;244.83548523206753
2026-08-01 00:00:00;243.31476793248947
2026-09-01 00:00:00;241.79405063291142
2026-10-01 00:00:00;240.27333333333337
2026-11-01 00:00:00;238.7526160337553
2026-12-01 00:00:00;237.23189873417724
2027-01-01 00:00:00;235.71118143459918
2027-02-01 00:00:00;234.1904641350211
2027-03-01 00:00:00;232.66974683544305
2027-04-01 00:00:00;231.149029535865
2027-05-01 00:00:00;229.62831223628694
2027-06-01 00:00:00;228.1075949367089
2027-07-01 00:00:00;226.5868776371308
2027-08-01 00:00:00;225.06616033755276
2027-09-01 00:00:00;223.5454430379747
2027-10-01 00:00:00;222.02472573839665
2027-11-01 00:00:00;220.50400843881857
2027-12-01 00:00:00;218.98329113924052
2028-01-01 00:00:00;217.46257383966247
2028-02-01 00:00:00;215.94185654008442
2028-03-01 00:00:00;214.42113924050636
2028-04-01 00:00:00;212.90042194092828
2028-05-01 00:00:00;211.37970464135023
2028-06-01 00:00:00;209.85898734177218
2028-07-01 00:00:00;208.33827004219413
2028-08-01 00:00:00;206.81755274261604
2028-09-01 00:00:00;205.296835443038
2028-10-01 00:00:00;203.77611814345994
2028-11-01 00:00:00;202.2554008438819
2028-12-01 00:00:00;200.7346835443038
2029-01-01 00:00:00;199.21396624472575
2029-02-01 00:00:00;197.6932489451477
2029-03-01 00:00:00;196.17253164556965
2029-04-01 00:00:00;194.65181434599157
2029-05-01 00:00:00;193.13109704641352
2029-06-01 00:00:00;191.61037974683546
2029-07-01 00:00:00;190.0896624472574
2029-08-01 00:00:00;188.56894514767936
2029-09-01 00:00:00;187.04822784810128
2029-10-01 00:00:00;185.52751054852322
2029-11-01 00:00:00;184.00679324894517
2029-12-01 00:00:00;182.48607594936712
2030-01-01 00:00:00;180.96535864978904
2030-02-01 00:00:00;179.444641350211
2030-03-01 00:00:00;177.92392405063293
